882,1613,1542,1032,1041,1051,991,661,1192,1592,1362,1042,981,741,1221,701,1202,1221,1512,1642,951,621,1382,791,1111
770,1040,1210,990,550,1100,880,490,880,990,880,1430,720,540,1040,500,710,1050,710,930,720,540,1320,1040,940
539,619,859,609,559,719,749,549,689,759,650,729,610,500,929,530,809,1009,589,869,619,570,1559,499,729
831,651,1262,732,611,1001,1051,501,1012,1181,1092,831,701,681,921,541,901,811,721,901,771,671,2173,591,861
811,801,881,761,771,631,711,531,871,1092,902,731,901,571,952,761,821,911,541,1171,741,481,831,991,781
661,771,1302,610,541,611,1142,521,721,1282,891,711,631,551,1091,531,831,821,500,901,671,601,811,511,671
1090,770,990,770,600,710,1050,550,930,1100,820,830,820,610,1150,600,1270,1210,660,880,990,990,1100,600,940
972,771,1622,902,811,952,1312,1052,1002,881,852,991,822,761,861,842,1122,1873,751,1412,821,781,932,691,701
781,911,1172,871,621,1842,1031,601,851,1302,881,1091,631,531,1322,621,1071,1361,771,1402,831,641,1081,711,1041
875,1063,1344,1093,859,1000,1063,641,1031,1297,1172,1157,1094,687,1625,672,1140,1204,984,1282,1219,859,1172,953,984
1282,1040,1391,1120,791,1149,1288,906,1519,1418,1540,1149,920,980,1811,1008,1402,1789,1150,1529,1059,839,1202,980,1583
1018,861,983,600,608,705,1082,674,952,826,935,872,760,498,1523,583,1015,933,764,1025,687,536,1205,663,797
1111,741,1242,711,561,841,711,540,691,841,862,731,671,611,751,511,802,852,601,691,611,601,1112,721,741
681,771,1202,781,631,661,851,731,821,801,721,671,661,470,811,671,781,711,741,841,631,791,1162,531,741
971,1452,1542,1672,771,1242,1752,761,1051,1392,1282,1322,1062,741,1993,1052,1772,1162,1092,1082,1272,901,1342,841,1523
891,1188,1641,781,688,828,1015,640,844,1000,859,906,735,719,1297,641,1375,1234,781,1265,734,1047,1141,656,1016
875,813,1125,1015,719,812,1016,734,891,906,829,1140,813,609,1234,750,1656,1109,1031,891,766,890,937,781,1125
1078,766,985,984,703,906,1094,515,890,1141,1110,922,844,719,1360,765,1140,985,610,1454,719,656,1421,609,1156
941,701,861,812,670,922,971,721,1041,1532,831,1071,791,611,1262,671,852,1061,601,1011,761,551,1672,771,791
859,828,1219,1687,828,1078,984,656,1000,922,1219,906,1016,656,1625,609,1234,1078,844,1093,1016,578,984,640,1187
578,782,938,703,672,734,890,656,828,953,828,828,781,594,1125,1453,922,984,687,969,687,562,984,672,1000
601,661,792,661,531,601,952,531,801,871,631,721,661,530,821,521,941,831,551,1222,751,520,1803,500,771
691,751,801,852,600,861,882,781,701,1021,782,881,781,651,1042,551,902,882,641,1241,771,531,1122,551,891
971,671,1051,691,591,691,921,491,841,1762,671,831,641,611,922,551,822,921,681,891,691,511,852,551,1191
1151,791,1302,761,631,661,971,601,991,1502,1072,1041,751,671,811,631,842,2253,591,981,751,571,952,661,902
657,1015,969,1047,813,1032,1610,718,907,1515,1109,1078,860,906,1500,1188,1157,1172,922,1906,859,688,1141,750,1687
1312,860,1062,797,782,1703,1282,735,1015,984,1000,1203,1094,860,1578,875,828,1063,1297,1985,859,703,1203,907,1109
795,744,1097,917,512,760,1184,448,1378,1040,751,924,760,518,968,520,1031,837,536,967,612,523,908,714,785
786,687,968,815,847,1000,1096,659,905,1049,1065,825,783,570,903,655,1017,991,657,935,616,549,1040,634,1016
672,641,953,657,500,734,750,422,875,1015,875,719,687,500,1078,672,750,969,625,1000,1234,453,812,609,735
1102,651,1001,701,491,721,871,491,1603,1061,791,1002,731,561,891,471,791,881,510,911,641,651,892,761,801
660,1100,1600,1100,830,820,1150,930,1260,1310,1430,1370,1210,830,1480,820,1700,1210,770,1370,940,720,1650,820,1160
852,1112,1720,841,599,872,931,504,1143,1022,1056,993,816,610,1137,598,1033,1018,679,1302,763,719,922,865,1009
608,695,784,1008,502,736,704,498,744,849,648,890,640,487,768,479,840,888,560,1191,663,504,864,576,703
551,491,841,481,401,511,951,391,721,731,651,591,520,400,901,421,711,821,461,761,671,531,771,501,621
481,531,711,701,451,480,761,661,731,961,691,561,752,411,741,430,731,1712,481,1482,580,481,832,600,651
581,641,851,651,540,671,1352,390,751,832,691,721,691,601,882,511,961,691,771,1081,571,551,821,580,671
1232,911,1553,1172,771,821,1212,732,1362,1081,1152,1041,1071,641,1312,791,1752,1071,801,1212,1142,891,1322,771,1002
911,801,1452,811,731,781,1102,541,931,861,1162,1192,801,691,1001,701,1152,1252,1032,1633,791,561,791,621,1052
841,932,992,821,611,801,1172,491,922,1041,811,982,851,591,1111,631,1752,941,651,1642,711,671,1151,761,871
661,671,1241,671,541,621,931,501,701,1101,831,761,621,471,862,551,731,1041,581,751,801,421,2083,521,791
580,691,771,621,550,711,881,431,832,872,581,801,671,510,951,531,821,901,671,1011,611,530,831,661,731
1094,828,1610,906,703,875,1156,812,1125,1047,875,1047,1000,813,1250,797,1313,1078,766,907,891,547,1219,640,984
952,641,992,761,550,681,921,922,801,1071,712,671,731,530,791,571,841,991,550,1002,851,782,931,571,921
1150,830,1530,940,980,880,1040,1100,820,1150,930,1210,760,930,1320,660,1210,1260,770,990,990,660,990,660,1260
1022,1117,1562,1032,868,961,1219,711,1139,1581,937,1007,920,683,1710,881,1319,1342,890,1411,1021,956,1076,837,1389
880,880,990,710,550,820,1100,550,1150,1100,820,820,660,550,1150,710,940,1100,610,880,660,720,1540,610,990
631,611,871,641,511,1222,681,420,761,881,671,741,541,451,701,511,901,1382,551,661,590,631,851,481,1573
661,611,2103,661,531,631,931,601,801,841,1001,801,561,480,1102,621,971,902,802,1443,771,611,1292,721,821
906,734,1172,891,547,813,1141,562,1047,906,859,984,828,734,1141,828,1032,1156,672,1109,1110,781,1125,843,1172
601,882,1052,711,1221,761,922,671,1012,1061,941,932,861,741,961,641,1022,1502,621,981,731,511,952,621,771
1091,784,1185,896,591,1006,1025,519,1003,1020,883,784,841,761,1332,593,803,1064,679,1283,771,546,928,847,1040
931,912,1051,912,741,1051,921,631,981,1072,841,781,851,671,1052,601,1061,1201,842,972,791,551,1242,641,851
1234,1219,1672,1063,844,875,1391,750,1047,1313,999,1016,953,719,1172,797,1203,1250,813,1437,1203,578,1063,593,984
802,1071,2103,1372,892,801,961,862,1302,1552,881,1291,891,1252,2164,661,1942,1352,811,2223,891,861,1352,902,1252
811,1212,1382,932,711,731,1081,792,1062,1161,1041,1162,1141,761,1282,601,1071,1042,741,1722,811,801,892,891,901
691,911,1442,781,601,801,1182,541,1131,1532,851,1352,891,571,962,641,1472,1101,611,1813,981,681,1482,621,871
651,881,1011,821,520,701,871,491,811,1001,651,771,721,561,1232,551,951,981,521,811,711,621,902,651,831
851,831,1031,761,701,952,1052,590,1062,991,952,1071,871,601,1102,611,1222,1001,621,931,811,601,1052,731,812
1001,740,1190,1030,738,1239,1470,727,1019,1322,1150,1304,1039,1029,1309,910,1541,1189,1399,1430,1050,844,1249,809,1239
836,696,980,1005,544,599,1121,508,723,858,774,721,680,585,1083,726,1017,832,705,807,1047,864,959,713,1154
1590,1260,1480,1320,990,1100,1650,930,1930,1760,1320,1370,1430,1480,1750,1100,1760,1600,1150,1650,1590,980,1650,1160,1150
641,688,954,641,750,734,828,625,891,969,921,1094,734,563,922,547,907,1172,859,921,718,469,890,719,703
1092,861,1001,901,631,871,1112,691,892,1702,1122,1151,851,721,1302,921,991,1762,751,1362,932,661,1342,861,1041
766,434,613,498,447,562,689,370,587,702,677,574,536,332,639,396,753,766,766,817,600,434,791,459,652
401,520,851,691,461,561,681,471,590,831,711,741,590,431,731,610,881,821,571,801,651,420,1111,551,712
1031,551,641,631,531,921,781,470,771,781,701,841,580,551,1051,541,882,1762,631,1131,631,481,842,711,721
741,761,911,982,691,731,1012,591,781,1072,801,1061,661,711,1031,711,1242,1081,791,911,892,651,1412,911,1092
1252,1272,821,862,711,841,1011,691,1122,1061,831,1012,1432,1382,1132,680,1612,1152,1132,1301,822,681,1332,731,1723
1733,691,1292,591,620,751,811,601,821,1452,782,771,671,540,982,530,982,1271,581,1131,661,541,962,591,741
1195,936,1608,967,705,800,1040,887,1072,1152,1197,1216,1056,744,1320,744,1168,1368,808,1089,884,752,1336,729,1208
600,720,770,660,660,720,770,440,820,770,930,660,550,440,820,500,1210,820,660,880,720,660,770,600,880
1370,880,930,660,710,720,930,500,830,770,660,930,830,660,1700,490,1260,930,540,1040,500,500,940,490,720
550,710,830,720,500,760,880,490,820,770,770,990,770,540,990,500,990,930,610,930,660,490,820,660,880
990,1040,720,720,660,830,770,880,720,940,880,770,600,550,990,660,820,930,550,830,660,550,940,550,930
703,578,953,734,578,1156,1563,625,812,1125,828,1000,860,578,734,594,953,1735,844,906,765,563,906,578,954
1157,656,1187,750,734,766,859,468,953,1110,953,938,937,515,1047,547,906,1078,781,687,766,578,969,796,860
1007,781,1058,880,815,945,1303,651,1287,1637,1017,1140,912,701,1299,658,1254,1368,782,1334,908,684,1140,729,1336
734,672,953,938,563,672,797,531,796,984,610,937,765,484,1015,531,844,891,703,937,828,453,828,1125,844
1711,952,1074,856,584,696,952,800,904,1040,960,1040,833,680,1136,545,1064,1112,608,1240,768,616,1064,704,841
802,691,871,671,541,761,882,530,1001,1082,761,811,791,531,1201,531,942,1191,661,971,791,591,892,651,872
1102,871,911,801,751,841,902,601,871,1102,881,921,1002,590,1122,561,882,971,721,1071,771,711,1132,771,951
703,735,1125,953,687,828,1110,547,1078,1125,938,1093,875,672,985,703,1547,938,734,1203,891,656,922,703,875
782,890,860,688,515,563,734,453,813,687,640,765,547,563,813,734,969,1062,625,1312,875,531,1235,547,687
703,719,1703,828,484,1016,1250,484,1469,1032,969,1015,656,546,938,594,1094,1297,703,1187,625,547,1781,625,938
741,580,1242,741,631,671,931,591,851,1392,852,1041,681,651,1021,640,1322,1142,721,1332,821,631,1632,951,1172
801,811,1072,781,651,811,1292,531,851,1061,1262,1201,871,621,1121,661,801,982,831,1753,931,851,1202,741,891
1232,831,1202,941,741,801,1011,600,881,1121,911,1051,821,722,1201,812,1572,1142,711,1192,931,631,1332,731,931
861,971,1442,961,781,1162,1092,761,1061,1151,1122,1082,941,511,1392,631,1162,1111,1151,1272,911,631,1322,681,1182
1142,951,1192,811,801,781,891,741,1021,1002,891,781,791,661,1071,591,1973,1061,811,1903,871,570,1032,601,872
1231,731,1101,691,551,661,1061,541,751,971,901,1392,621,530,1382,641,831,1091,631,1091,882,571,981,581,831
1235,797,1125,828,641,985,969,516,922,891,782,922,750,594,1078,703,1140,1125,703,1078,750,672,922,734,1593
751,751,1322,851,791,911,1042,551,871,1122,991,1141,761,681,1021,711,1192,961,1121,1101,1061,651,1081,881,1422
681,741,1292,871,641,761,701,911,781,921,771,831,781,461,892,670,791,962,661,831,741,571,872,601,701
1562,991,1352,962,1072,1092,1242,942,1112,1101,811,1072,731,852,1182,841,1182,1222,671,1092,872,781,1402,761,1322
1126,879,1358,969,725,1238,1287,660,1303,1035,904,1125,733,611,1041,570,994,961,800,1336,750,587,1051,668,824
691,591,841,611,631,701,832,461,781,811,691,731,891,440,941,581,921,881,591,751,661,391,1542,480,801
1041,731,1001,711,811,691,961,531,811,801,711,861,781,501,1982,611,1041,861,661,1152,731,530,991,621,871
861,811,992,802,551,731,921,521,741,871,921,1332,962,490,981,671,1272,1151,631,1853,841,521,891,711,781
990,770,1100,770,600,770,990,440,930,990,770,880,710,610,940,660,1100,1210,550,930,880,550,1040,660,830
